Car_Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
VW,Polo,1.0,Petrol,1991,268546,442
VW,Golf,1.2,Diesel,1988,280294,442
Ford,Fiesta,1.0,Petrol,1993,279584,443
VW,Polo,1.2,Diesel,1985,240128,443
Ford,Mondeo,1.6,Diesel,1991,333464,443
VW,Polo,1.6,Petrol,1988,272036,443
VW,Golf,2.0,Diesel,1990,320711,444
Ford,Fiesta,1.4,Petrol,1986,247398,444
Ford,Fiesta,1.2,Petrol,1989,260718,444
VW,Polo,2.0,Petrol,1992,311338,445
VW,Golf,1.2,Petrol,1989,281400,445
Toyota,Yaris,1.0,Petrol,1987,251787,446
Toyota,Prius,1.8,Hybrid,1986,322982,446
Toyota,Yaris,1.2,Petrol,1985,247019,447
VW,Polo,1.4,Petrol,1988,263725,448
VW,Polo,1.6,Petrol,1991,291919,448
Ford,Fiesta,1.2,Petrol,1988,252641,448
VW,Polo,1.0,Petrol,1990,259900,448
Ford,Fiesta,1.0,Petrol,1987,235256,449
VW,Polo,1.4,Petrol,1989,270668,449
Toyota,Yaris,1.4,Hybrid,1987,288484,449
Ford,Mondeo,1.8,Diesel,1992,344755,450
Ford,Fiesta,1.4,Petrol,1988,260493,450
Ford,Fiesta,1.4,Petrol,1991,281657,450
Toyota,Prius,1.0,Hybrid,1988,304710,452
Ford,Fiesta,1.2,Petrol,1993,287183,452
Ford,Focus,1.4,Diesel,1988,304208,453
Ford,Fiesta,1.4,Petrol,1988,259775,453
VW,Passat,2.0,Diesel,1992,355126,453
Toyota,RAV4,1.8,Petrol,1987,325723,454
VW,Polo,2.0,Petrol,1991,302277,454
Ford,Fiesta,1.0,Petrol,1990,255638,454
Ford,Mondeo,1.8,Diesel,1994,357576,454
BMW,M5,5.0,Petrol,1988,434923,454
Ford,Fiesta,1.4,Diesel,1992,292693,455
Toyota,Prius,1.4,Hybrid,1984,293824,455
Ford,Focus,1.0,Petrol,1994,322559,456
Ford,Focus,2.0,Diesel,1986,308040,457
VW,Passat,2.0,Diesel,1989,333637,457
VW,Polo,2.0,Petrol,1991,301449,458
VW,Polo,2.0,Petrol,1986,266096,458
VW,Polo,1.0,Petrol,1993,278870,458
VW,Polo,1.2,Petrol,1988,253063,458
VW,Polo,2.0,Petrol,1987,273237,458
Toyota,Yaris,1.0,Hybrid,1988,275442,459
Ford,Focus,1.8,Petrol,1988,310702,460
Toyota,Yaris,1.2,Hybrid,1986,270674,460
Ford,Fiesta,1.0,Petrol,1992,268571,460
Ford,Focus,2.0,Diesel,1986,307277,460
VW,Golf,2.0,Petrol,1988,297717,461
Toyota,Prius,1.0,Hybrid,1987,295799,461
VW,Passat,1.6,Diesel,1986,300264,461
VW,Polo,1.2,Petrol,1988,252263,461
VW,Polo,2.0,Petrol,1990,293643,461
Ford,Fiesta,1.4,Petrol,1987,250546,461
Toyota,Prius,1.0,Hybrid,1989,309528,462
VW,Golf,1.4,Petrol,1990,292714,462
VW,Polo,2.0,Diesel,1984,256228,462
VW,Polo,1.2,Petrol,1996,308522,463
VW,Passat,1.4,Diesel,1987,299589,464
Ford,Fiesta,1.2,Petrol,1995,298578,464
Toyota,Yaris,1.0,Hybrid,1988,274387,464
Toyota,Yaris,1.4,Petrol,1987,265637,464
VW,Passat,1.6,Diesel,1990,326978,466
Toyota,Yaris,1.2,Petrol,1985,242470,466
Toyota,Yaris,1.2,Petrol,1994,306124,467
Toyota,Prius,1.0,Hybrid,1988,301316,467
Toyota,Prius,1.0,Hybrid,1987,294445,467
VW,Passat,1.4,Diesel,1986,291724,468
Toyota,RAV4,1.8,Petrol,1986,315768,468
Toyota,Yaris,1.4,Hybrid,1986,277097,468
Ford,Focus,1.4,Diesel,1989,307501,469
Ford,Fiesta,1.2,Petrol,1986,232928,470
Ford,Mondeo,1.6,Diesel,1986,292517,470
Ford,Fiesta,1.0,Petrol,1990,251975,470
Toyota,RAV4,2.4,Petrol,1990,357721,470
VW,Polo,1.0,Petrol,1994,283164,470
Toyota,Prius,1.0,Hybrid,1988,300499,471
Ford,Mondeo,2.0,Diesel,1985,296893,471
Toyota,Yaris,1.4,Petrol,1994,313426,471
Ford,Fiesta,1.4,Petrol,1990,269905,471
VW,Polo,1.2,Petrol,1990,264224,471
VW,Polo,1.0,Petrol,1988,239942,472
Ford,Fiesta,1.2,Petrol,1991,268469,472
Toyota,Yaris,1.2,Hybrid,1986,268076,472
Ford,Fiesta,1.4,Petrol,1991,276538,473
VW,Passat,1.6,Petrol,1989,313365,473
Ford,Fiesta,1.0,Petrol,1987,229398,473
VW,Polo,2.0,Petrol,1992,304953,473
Ford,Focus,1.0,Petrol,1989,283574,474
VW,Golf,1.2,Diesel,1984,244174,474
Toyota,Yaris,1.4,Petrol,1992,298836,474
Ford,Fiesta,1.4,Petrol,1990,269052,474
Toyota,Yaris,1.2,Petrol,1992,290456,475
Toyota,Yaris,1.2,Hybrid,1986,267268,475
Toyota,Yaris,1.0,Petrol,1989,259443,475
Toyota,Yaris,1.4,Hybrid,1996,345301,475
Ford,Mondeo,1.8,Diesel,1989,318343,475
VW,Golf,1.6,Petrol,1989,289757,475
Toyota,RAV4,2.4,Petrol,1990,356165,477
VW,Polo,1.2,Petrol,1987,241371,477
Toyota,RAV4,2.4,Hybrid,1988,361155,478
Toyota,Prius,1.0,Hybrid,1993,333629,478
VW,Passat,1.8,Diesel,1991,337137,479
Toyota,Yaris,1.0,Petrol,1992,279912,479
Ford,Focus,1.4,Petrol,1989,300176,479
VW,Polo,1.4,Petrol,1987,249334,479
Toyota,Yaris,1.2,Hybrid,1990,294641,479
VW,Polo,1.4,Petrol,1987,248951,480
VW,Passat,1.4,Diesel,1985,281872,480
Toyota,Yaris,1.2,Petrol,1985,239410,480
VW,Polo,1.6,Petrol,1986,248854,481
Ford,Fiesta,1.2,Petrol,1993,280522,482
Ford,Fiesta,1.2,Petrol,1995,294403,482
VW,Passat,1.4,Petrol,1991,318300,482
Ford,Fiesta,1.0,Petrol,1985,212312,483
VW,Golf,1.8,Petrol,1985,265877,483
VW,Passat,2.0,Diesel,1986,307018,483
Toyota,Yaris,1.0,Petrol,1992,279006,483
VW,Polo,1.0,Petrol,1991,259010,483
Ford,Mondeo,2.0,Diesel,1986,301347,483
Porsche,718 Cayman,2.4,Petrol,1984,322971,483
Ford,Fiesta,1.2,Petrol,1989,251634,483
Ford,Fiesta,1.2,Diesel,1990,263839,484
VW,Golf,2.0,Petrol,1986,278535,484
VW,Polo,1.6,Petrol,1989,269758,484
Ford,Fiesta,1.2,Petrol,1986,229537,484
VW,Polo,1.0,Petrol,1990,251534,484
Ford,Fiesta,1.2,Petrol,1990,258666,484
Ford,Focus,1.8,Diesel,1991,331142,485
Ford,Fiesta,1.4,Petrol,1992,280925,485
Toyota,Yaris,1.2,Hybrid,1989,286350,485
Ford,Focus,1.6,Petrol,1992,326508,486
Toyota,RAV4,2.2,Hybrid,1989,361799,486
VW,Passat,1.6,Diesel,1984,280596,486
Toyota,Yaris,1.2,Petrol,1991,280930,486
Ford,Focus,1.4,Petrol,1986,277569,486
Ford,Fiesta,1.2,Petrol,1986,229128,486
VW,Passat,1.8,Diesel,1990,328539,487
VW,Golf,1.4,Diesel,1988,278173,487
VW,Polo,1.6,Petrol,1990,275926,488
VW,Polo,1.0,Petrol,1993,272112,488
Ford,Focus,1.8,Hybrid,1989,330472,488
VW,Passat,1.6,Diesel,1992,335933,488
VW,Polo,1.2,Petrol,1993,281681,489
VW,Polo,1.4,Petrol,1984,225099,489
VW,Polo,1.4,Petrol,1986,239656,490
Ford,Fiesta,1.4,Petrol,1988,251202,490
VW,Golf,1.4,Diesel,1988,277584,490
Toyota,Prius,1.4,Hybrid,1991,334633,490
Ford,Fiesta,1.2,Petrol,1990,257098,491
VW,Polo,1.4,Diesel,1986,244618,491
VW,Polo,2.0,Petrol,1988,273027,491
VW,Golf,1.2,Diesel,1989,275981,492
BMW,X3,2.4,Diesel,1987,332089,492
Toyota,Yaris,1.2,Petrol,1987,251059,492
VW,Polo,2.0,Petrol,1993,307772,493
Ford,Mondeo,2.0,Diesel,1985,292180,493
VW,Polo,1.2,Petrol,1994,287774,493
VW,Polo,2.0,Petrol,1987,265296,493
Ford,Fiesta,1.2,Petrol,1992,270633,494
VW,Polo,1.6,Petrol,1991,281749,494
VW,Passat,1.8,Petrol,1988,307930,494
VW,Golf,1.4,Petrol,1987,264166,495
VW,Polo,1.6,Petrol,1990,274282,495
VW,Polo,1.4,Diesel,1990,272442,495
VW,Golf,1.6,Diesel,1984,255195,495
BMW,X3,3.0,Diesel,1984,322154,496
Ford,Fiesta,1.2,Petrol,1987,234339,496
VW,Golf,1.2,Diesel,1992,296321,496
Toyota,RAV4,2.2,Hybrid,1987,345806,497
Ford,Focus,1.8,Petrol,1985,281480,497
Toyota,Yaris,1.0,Hybrid,1989,274170,497
VW,Passat,1.4,Diesel,1985,277942,498
Ford,Fiesta,1.2,Petrol,1985,219080,498
Ford,Focus,1.0,Petrol,1989,278360,498
VW,Golf,1.6,Petrol,1989,284915,498
VW,Polo,1.0,Petrol,1993,269922,498
Ford,Fiesta,1.2,Petrol,1992,269699,499
VW,Golf,1.6,Petrol,1986,263324,499
VW,Polo,1.6,Petrol,1991,280532,499
Ford,Fiesta,1.4,Petrol,1990,263469,500
BMW,X3,2.4,Diesel,1991,357972,500
VW,Golf,1.6,Petrol,1992,305156,501
VW,Polo,1.2,Petrol,1995,293221,501
Ford,Fiesta,1.2,Petrol,1992,269013,502
Ford,Fiesta,1.2,Petrol,1984,210874,502
Porsche,718 Cayman,2.0,Petrol,1987,330222,502
VW,Golf,1.6,Diesel,1992,310248,502
Toyota,Yaris,1.2,Hybrid,1989,282470,503
VW,Polo,1.4,Petrol,1986,236815,503
VW,Polo,1.6,Petrol,1987,251144,503
VW,Polo,1.2,Petrol,1990,257040,504
Toyota,RAV4,2.4,Hybrid,1986,341874,504
VW,Polo,1.0,Petrol,1995,282794,505
VW,Golf,1.6,Hybrid,1991,316549,505
Ford,Fiesta,1.2,Petrol,1991,261133,505
Ford,Fiesta,1.2,Petrol,1994,282453,505
VW,Polo,1.4,Petrol,1991,271964,506
VW,Passat,2.0,Petrol,1989,318071,506
Ford,Focus,2.0,Petrol,1985,285107,506
Toyota,RAV4,2.4,Hybrid,1987,348286,506
Toyota,Yaris,1.4,Hybrid,1988,282826,507
Ford,Fiesta,1.0,Petrol,1991,251004,507
VW,Passat,1.8,Petrol,1987,298056,508
Ford,Fiesta,1.0,Petrol,1986,214023,509
Toyota,Prius,1.0,Hybrid,1989,299406,509
Ford,Mondeo,1.6,Diesel,1988,298041,509
VW,Polo,1.2,Diesel,1989,253816,510
VW,Golf,1.4,Diesel,1985,251859,510
VW,Passat,1.4,Diesel,1988,296597,510
Ford,Focus,1.0,Diesel,1991,294889,511
VW,Polo,1.0,Petrol,1990,245712,511
Ford,Fiesta,1.4,Petrol,1995,296447,511
Ford,Fiesta,1.4,Petrol,1988,246787,511
Ford,Focus,1.4,Petrol,1988,286467,511
Toyota,Prius,1.0,Hybrid,1989,298733,512
Ford,Mondeo,1.4,Diesel,1989,297455,512
Ford,Fiesta,1.4,Petrol,1985,224540,512
Ford,Focus,1.4,Petrol,1988,286077,513
Toyota,Yaris,1.4,Hybrid,1986,267332,513
Toyota,Yaris,1.0,Petrol,1988,243692,514
Ford,Fiesta,1.0,Petrol,1993,263760,514
VW,Polo,2.0,Petrol,1985,246579,514
VW,Passat,1.4,Diesel,1990,309707,514
Toyota,Yaris,1.0,Petrol,1995,293658,514
Ford,Focus,1.0,Petrol,1994,309907,515
Ford,Fiesta,1.4,Petrol,1987,238608,515
Toyota,Prius,1.8,Hybrid,1988,321848,515
Ford,Fiesta,1.0,Petrol,1990,241830,516
Toyota,Yaris,1.0,Hybrid,1990,277265,516
Ford,Focus,1.0,Petrol,1989,274453,517
Ford,Mondeo,1.4,Diesel,1987,282263,517
Ford,Focus,1.6,Petrol,1988,291972,518
Toyota,RAV4,2.2,Hybrid,1988,348397,518
Toyota,Yaris,1.0,Petrol,1990,257160,519
Ford,Mondeo,1.8,Hybrid,1990,329970,519
VW,Golf,2.0,Petrol,1986,271106,519
Toyota,RAV4,2.0,Hybrid,1987,336413,519
VW,Golf,1.2,Petrol,1989,264839,520
Ford,Fiesta,1.2,Hybrid,1989,263441,520
Toyota,Yaris,1.4,Petrol,1990,274714,521
Ford,Fiesta,1.0,Petrol,1985,203894,521
Toyota,Prius,1.0,Hybrid,1991,310545,522
VW,Polo,1.4,Petrol,1990,261526,522
Ford,Focus,1.8,Diesel,1987,295581,522
Ford,Fiesta,1.0,Hybrid,1989,253059,522
Ford,Fiesta,1.0,Petrol,1991,247865,522
Ford,Focus,1.0,Petrol,1988,266088,523
Toyota,Yaris,1.2,Hybrid,1988,271193,523
VW,Polo,1.0,Petrol,1993,264747,523
Ford,Focus,1.8,Diesel,1989,309010,525
Toyota,Yaris,1.0,Petrol,1984,211960,525
Ford,Mondeo,2.0,Diesel,1994,348142,525
VW,Passat,1.8,Diesel,1987,299855,525
Ford,Mondeo,1.6,Diesel,1988,294916,525
VW,Polo,2.0,Petrol,1988,265801,525
Ford,Fiesta,1.0,Petrol,1990,239736,526
VW,Golf,2.0,Diesel,1990,302904,526
Ford,Mondeo,1.8,Diesel,1991,321753,526
Toyota,Prius,1.0,Hybrid,1990,302816,526
VW,Polo,1.0,Petrol,1984,198142,526
Ford,Fiesta,1.0,Petrol,1987,217573,527
Toyota,Yaris,1.2,Petrol,1985,229045,527
Ford,Fiesta,1.2,Petrol,1985,212699,527
VW,Golf,1.4,Petrol,1986,250053,528
BMW,X3,2.4,Diesel,1988,331751,528
VW,Golf,1.4,Diesel,1990,283798,528
Ford,Fiesta,1.2,Petrol,1997,298939,528
VW,Golf,1.4,Petrol,1991,285715,528
VW,Polo,1.2,Petrol,1988,237530,528
Toyota,Prius,1.0,Hybrid,1987,281424,528
Ford,Fiesta,1.2,Petrol,1998,305959,528
Ford,Fiesta,1.0,Petrol,1991,246591,528
Ford,Focus,1.6,Petrol,1988,289819,529
VW,Polo,1.4,Petrol,1989,253029,529
Ford,Mondeo,1.8,Diesel,1987,293197,529
Ford,Focus,2.0,Diesel,1987,299675,529
BMW,X3,3.0,Diesel,1987,336246,529
VW,Polo,1.2,Petrol,1989,244691,529
Ford,Mondeo,1.8,Diesel,1987,293168,529
VW,Polo,1.6,Petrol,1986,238293,530
VW,Polo,1.0,Petrol,1995,277615,530
Toyota,Prius,1.0,Hybrid,1984,259652,530
Ford,Fiesta,1.0,Petrol,1989,231353,531
VW,Polo,1.2,Petrol,1988,236889,531
VW,Passat,1.4,Diesel,1985,271101,531
Toyota,Prius,1.0,Hybrid,1989,294771,531
Toyota,Yaris,1.4,Hybrid,1990,291751,532
Toyota,Yaris,1.0,Petrol,1990,254464,532
Ford,Mondeo,2.0,Hybrid,1985,298171,532
Toyota,Yaris,1.2,Hybrid,1989,276538,532
Ford,Fiesta,1.0,Petrol,1992,252822,533
Ford,Mondeo,1.8,Diesel,1987,292421,533
VW,Polo,1.2,Petrol,1992,265312,533
VW,Golf,1.4,Diesel,1991,289646,534
VW,Polo,2.0,Petrol,1986,249553,534
VW,Golf,1.2,Diesel,1990,274225,535
VW,Golf,1.2,Petrol,1990,269010,535
Ford,Mondeo,1.8,Diesel,1989,306086,535
VW,Polo,1.2,Petrol,1992,264764,536
Ford,Mondeo,1.8,Hybrid,1989,319718,536
Ford,Focus,2.0,Petrol,1991,321029,536
VW,Passat,1.6,Diesel,1987,291387,536
VW,Passat,1.6,Diesel,1988,298496,536
Ford,Mondeo,2.0,Diesel,1992,332073,536
BMW,Z4,2.2,Petrol,1988,315308,537
Ford,Fiesta,1.0,Petrol,1989,230226,537
VW,Polo,1.6,Petrol,1990,265478,538
Toyota,Prius,1.0,Hybrid,1986,272299,538
VW,Polo,1.0,Petrol,1989,232744,538
Ford,Fiesta,1.0,Petrol,1986,207638,538
Toyota,Yaris,1.2,Petrol,1986,234183,538
VW,Polo,1.6,Petrol,1985,229387,538
Toyota,RAV4,2.0,Petrol,1990,334273,539
Ford,Fiesta,1.4,Diesel,1989,253469,539
Toyota,Yaris,1.4,Petrol,1987,249462,540
Ford,Focus,1.8,Petrol,1990,307660,541
VW,Polo,1.2,Petrol,1993,270842,541
Ford,Fiesta,1.2,Petrol,1987,224811,541
Ford,Mondeo,1.4,Diesel,1989,291566,541
VW,Passat,2.0,Diesel,1987,302008,542
VW,Passat,1.8,Diesel,1987,296467,542
Ford,Focus,1.6,Diesel,1988,292446,542
VW,Golf,1.6,Petrol,1990,283033,542
VW,Polo,1.0,Petrol,1990,239342,542
Toyota,Yaris,1.4,Petrol,1991,277474,542
VW,Golf,1.8,Diesel,1991,301201,543
VW,Passat,2.0,Diesel,1985,287515,544
VW,Polo,2.0,Petrol,1987,254727,544
Ford,Fiesta,1.0,Petrol,1993,257566,545
Ford,Fiesta,1.0,Petrol,1989,228489,545
VW,Passat,1.6,Diesel,1984,268329,545
VW,Polo,2.0,Petrol,1988,261608,546
VW,Polo,2.0,Diesel,1994,309017,546
Toyota,Yaris,1.2,Petrol,1990,261406,546
VW,Polo,1.0,Petrol,1988,223751,547
VW,Passat,1.6,Petrol,1988,291231,547
Toyota,Yaris,1.2,Petrol,1986,232349,547
Ford,Fiesta,1.2,Petrol,1986,216151,547
VW,Golf,2.0,Petrol,1988,279647,547
VW,Golf,1.4,Diesel,1990,279948,548
Ford,Focus,1.6,Diesel,1987,284203,548
Ford,Fiesta,1.0,Petrol,1991,242476,548
VW,Golf,1.4,Diesel,1989,272854,548
VW,Polo,1.2,Petrol,1988,233343,549
Ford,Focus,1.0,Diesel,1985,244568,549
VW,Passat,1.4,Diesel,1985,267541,549
Toyota,Prius,1.0,Hybrid,1985,263058,549
Ford,Fiesta,1.0,Petrol,1993,256498,550
Ford,Focus,2.0,Petrol,1990,311478,550
Toyota,Yaris,1.2,Hybrid,1991,287065,551
VW,Golf,2.0,Petrol,1985,257404,552
Toyota,Yaris,1.0,Petrol,1994,279096,552
Ford,Mondeo,1.4,Diesel,1987,275268,553
VW,Golf,2.0,Petrol,1992,306562,553
VW,Golf,1.8,Petrol,1994,314959,553
VW,Golf,1.4,Petrol,1987,252212,553
VW,Golf,2.0,Petrol,1992,306535,553
VW,Polo,1.0,Petrol,1992,251444,554
VW,Polo,1.2,Petrol,1994,275530,554
VW,Golf,1.6,Hybrid,1987,278681,554
Toyota,Prius,1.4,Hybrid,1992,328858,554
VW,Polo,1.6,Petrol,1994,290763,554
VW,Golf,1.4,Petrol,1988,259268,554
Ford,Fiesta,1.2,Petrol,1990,243825,555
VW,Polo,1.2,Petrol,1989,239351,555
Ford,Fiesta,1.0,Petrol,1986,204252,555
Ford,Focus,1.0,Diesel,1988,264903,555
VW,Polo,2.0,Petrol,1989,266801,556
Ford,Fiesta,1.0,Petrol,1990,233747,556
VW,Polo,1.4,Petrol,1988,240181,557
VW,Golf,1.4,Petrol,1994,301094,557
Ford,Fiesta,1.2,Petrol,1991,250721,557
VW,Polo,1.4,Petrol,1993,275961,557
VW,Golf,2.0,Petrol,1988,277818,557
Toyota,Prius,1.0,Hybrid,1991,303866,557
VW,Polo,1.0,Petrol,1996,279425,557
Ford,Fiesta,1.0,Petrol,1988,218693,557
Ford,Focus,1.6,Diesel,1992,317304,558
VW,Passat,1.4,Diesel,1984,258807,558
VW,Polo,1.2,Petrol,1989,238914,558
Ford,Fiesta,1.0,Petrol,1991,240509,558
VW,Passat,1.8,Diesel,1988,300436,558
Ford,Fiesta,1.2,Petrol,1989,236027,558
Ford,Fiesta,1.2,Petrol,1989,235784,559
Ford,Fiesta,1.4,Petrol,1993,272926,559
VW,Golf,1.8,Hybrid,1988,291159,559
Toyota,Prius,1.0,Hybrid,1991,303414,559
VW,Polo,1.0,Petrol,1993,257641,559
Ford,Mondeo,2.0,Diesel,1988,299996,559
Ford,Fiesta,1.2,Petrol,1987,221142,559
VW,Golf,1.4,Hybrid,1993,312753,560
Toyota,Prius,1.0,Hybrid,1988,282128,560
Toyota,Yaris,1.4,Petrol,1992,281087,560
VW,Passat,2.0,Petrol,1986,286300,560
VW,Polo,1.0,Diesel,1992,255544,560
Toyota,Yaris,1.0,Petrol,1994,277493,560
VW,Golf,2.0,Diesel,1992,310191,561
Toyota,Yaris,1.0,Petrol,1988,234123,561
VW,Golf,2.0,Diesel,1988,282134,561
Ford,Mondeo,1.4,Diesel,1993,315643,562
VW,Golf,1.8,Hybrid,1989,297460,562
Toyota,RAV4,1.8,Hybrid,1985,308779,562
Ford,Fiesta,1.2,Petrol,1990,242551,562
Ford,Focus,1.6,Petrol,1985,262003,563
Porsche,718 Cayman,2.0,Petrol,1993,359631,563
VW,Polo,1.4,Petrol,1984,209459,563
Ford,Focus,1.8,Petrol,1989,296543,563
Ford,Fiesta,1.0,Petrol,1996,275577,563
Ford,Focus,1.4,Petrol,1993,311134,564
Ford,Focus,1.0,Petrol,1989,265222,564
Toyota,Yaris,1.2,Hybrid,1991,284360,565
VW,Polo,1.0,Petrol,1992,249354,565
VW,Golf,1.2,Petrol,1988,248815,565
Ford,Focus,1.0,Petrol,1987,250558,565
Ford,Focus,1.4,Petrol,1989,282855,565
VW,Polo,1.0,Petrol,1995,270717,565
Ford,Fiesta,1.4,Petrol,1989,242982,565
VW,Polo,1.4,Diesel,1985,221674,566
VW,Polo,1.2,Petrol,1991,251850,566
VW,Polo,2.0,Petrol,1989,264888,566
VW,Golf,1.8,Hybrid,1991,310778,566
Ford,Focus,1.0,Diesel,1991,284105,566
Ford,Fiesta,1.0,Petrol,1987,209619,566
VW,Polo,1.0,Petrol,1991,241680,567
Toyota,Yaris,1.2,Petrol,1990,257313,567
VW,Golf,2.0,Diesel,1990,295030,567
Ford,Focus,1.0,Petrol,1993,292945,567
VW,Golf,1.4,Petrol,1993,292197,567
Toyota,RAV4,2.2,Petrol,1992,347768,567
Ford,Focus,2.0,Petrol,1987,287068,568
VW,Golf,1.8,Hybrid,1985,268174,568
Ford,Fiesta,1.0,Petrol,1992,245896,568
Ford,Mondeo,1.6,Diesel,1989,293643,568
Toyota,Yaris,1.0,Petrol,1989,240154,568
Ford,Fiesta,1.2,Petrol,1996,283966,569
Ford,Mondeo,1.6,Diesel,1990,300470,569
Toyota,Prius,1.0,Hybrid,1988,280596,569
Toyota,Yaris,1.4,Hybrid,1990,284705,569
Ford,Fiesta,1.0,Petrol,1988,216488,569
Toyota,RAV4,2.4,Petrol,1986,310315,569
Ford,Fiesta,1.2,Petrol,1987,219032,569
Toyota,Prius,1.0,Hybrid,1987,273530,569
Ford,Fiesta,1.2,Petrol,1986,211464,570
Ford,Mondeo,1.6,Diesel,1987,279091,570
VW,Golf,1.6,Petrol,1990,277600,570
Toyota,Yaris,1.2,Hybrid,1990,276166,571
VW,Passat,1.8,Diesel,1985,276775,571
VW,Polo,1.2,Petrol,1989,236303,571
VW,Polo,1.6,Petrol,1987,237481,571
VW,Golf,1.4,Diesel,1990,275416,571
Ford,Fiesta,1.4,Petrol,1986,219858,571
Ford,Focus,1.6,Diesel,1987,279870,571
Ford,Focus,1.6,Diesel,1988,286898,571
Porsche,718 Cayman,2.4,Petrol,1986,319309,571
VW,Golf,1.2,Hybrid,1988,267200,572
Ford,Focus,1.0,Petrol,1991,277864,572
VW,Golf,1.4,Hybrid,1989,282364,572
Ford,Mondeo,1.4,Diesel,1985,257245,572
Toyota,Yaris,1.2,Petrol,1991,263466,573
VW,Golf,1.6,Petrol,1993,298203,573
Ford,Fiesta,1.4,Petrol,1989,241527,573
Ford,Mondeo,1.6,Diesel,1989,292532,574
BMW,X3,2.0,Diesel,1985,292571,574
Ford,Fiesta,1.2,Petrol,1990,239977,575
VW,Polo,1.0,Petrol,1992,247465,575
VW,Polo,1.4,Petrol,1990,251224,575
Toyota,Yaris,1.2,Hybrid,1988,261177,575
Ford,Focus,1.6,Diesel,1991,306984,576
Ford,Focus,1.4,Petrol,1989,280925,576
VW,Polo,1.0,Petrol,1990,232608,576
VW,Passat,1.4,Diesel,1989,290650,577
Ford,Focus,1.0,Petrol,1994,298084,577
VW,Golf,1.4,Petrol,1986,240400,577
Ford,Fiesta,1.4,Petrol,1993,269477,577
Ford,Fiesta,1.2,Petrol,1992,253878,578
VW,Golf,2.0,Petrol,1988,273784,578
Toyota,Yaris,1.2,Petrol,1986,226301,578
VW,Golf,1.2,Petrol,1987,239203,578
Ford,Focus,1.0,Petrol,1990,269688,578
BMW,X3,2.0,Diesel,1985,291955,578
Ford,Focus,1.4,Diesel,1985,257236,578
Toyota,Prius,1.0,Hybrid,1989,285680,579
VW,Polo,2.0,Petrol,1996,311638,580
Ford,Fiesta,1.0,Petrol,1990,229032,580
Ford,Fiesta,1.2,Petrol,1994,267886,580
Toyota,Yaris,1.2,Petrol,1988,240567,580
Ford,Fiesta,1.0,Petrol,1989,221541,581
Ford,Fiesta,1.4,Petrol,1987,225381,581
VW,Passat,1.4,Diesel,1987,275816,581
VW,Passat,1.6,Diesel,1990,303969,581
Ford,Mondeo,2.0,Diesel,1985,274762,581
Ford,Mondeo,1.6,Diesel,1990,298119,581
Toyota,Yaris,1.0,Hybrid,1986,235757,581
Ford,Fiesta,1.4,Petrol,1987,225398,581
VW,Polo,1.0,Petrol,1989,224267,582
Ford,Fiesta,1.0,Petrol,1992,243278,582
VW,Polo,1.0,Petrol,1989,224228,582
Ford,Mondeo,1.4,Diesel,1984,248329,582
VW,Golf,1.8,Diesel,1988,272614,582
BMW,X3,2.0,Diesel,1987,305177,582
Ford,Focus,1.4,Petrol,1996,328564,583
Ford,Fiesta,1.4,Petrol,1988,232262,583
Ford,Fiesta,1.2,Petrol,1993,260170,583
Ford,Focus,1.0,Diesel,1987,252360,584
VW,Polo,1.4,Petrol,1992,263796,584
Ford,Fiesta,1.2,Petrol,1988,223593,584
Ford,Fiesta,1.2,Petrol,1991,245498,584
VW,Polo,1.6,Petrol,1990,256778,584
Ford,Mondeo,2.0,Petrol,1988,290231,584
Ford,Fiesta,1.2,Petrol,1988,223383,585
Toyota,RAV4,2.0,Hybrid,1990,344619,585
VW,Polo,1.4,Petrol,1992,263761,585
Ford,Focus,1.8,Diesel,1989,297635,585
VW,Passat,1.4,Diesel,1987,275135,585
Toyota,Yaris,1.4,Hybrid,1987,260297,586
Toyota,Yaris,1.2,Hybrid,1994,301588,586
Toyota,Prius,1.0,Hybrid,1987,270297,586
BMW,Z4,2.2,Petrol,1987,299122,586
Toyota,Yaris,1.0,Petrol,1986,214166,588
VW,Polo,1.2,Diesel,1996,288401,588
VW,Polo,1.6,Petrol,1991,263123,588
Ford,Fiesta,1.2,Petrol,1992,251928,589
Ford,Focus,1.8,Petrol,1992,312705,589
Ford,Focus,1.4,Diesel,1991,297761,589
Ford,Mondeo,1.6,Diesel,1985,261109,590
VW,Polo,1.0,Petrol,1995,266130,590
VW,Golf,1.6,Diesel,1992,293143,590
Toyota,Prius,1.8,Hybrid,1989,314650,590
VW,Golf,2.0,Petrol,1985,250158,590
VW,Golf,1.6,Petrol,1988,259529,591
VW,Passat,2.0,Diesel,1989,306903,591
Ford,Fiesta,1.4,Petrol,1992,259863,591
VW,Golf,1.8,Hybrid,1987,278018,592
VW,Passat,1.6,Diesel,1990,302024,592
Ford,Fiesta,1.2,Petrol,1989,229433,592
Toyota,Yaris,1.4,Hybrid,1985,244814,592
Ford,Fiesta,1.2,Petrol,1990,236669,593
Ford,Focus,1.0,Petrol,1988,252570,593
VW,Golf,1.2,Petrol,1990,257961,593
VW,Polo,1.0,Petrol,1985,192152,593
Toyota,Prius,1.0,Hybrid,1991,297336,593
Toyota,Prius,1.4,Hybrid,1988,293676,594
